mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,0017345;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0017391;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0016738;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;178;0,001614;2;0,02%;0,0113636;0,000113636%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,001665;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;178;0,0022189;2;0,02%;0,0113636;0,000113636%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;178;0,0022854;2;0,02%;0,0113636;0,000113636%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0020494;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0020258;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,0021141;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,0020275;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0020016;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,0019973;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;178;0,0020317;2;0,02%;0,0113636;0,000113636%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,0020314;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0020089;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,002012;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0021643;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;178;0,0020137;2;0,02%;0,0113636;0,000113636%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0020422;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,002033;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,0020052;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;183;0,0021955;7;0,07%;0,0397727;0,000397727%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;176;0,0027307;0;0%;0;0%;900
mp6.atsp;SA;0;100;1;36;1;3;0,8;178;0,0027479;2;0,02%;0,0113636;0,000113636%;900

mp7.atsp;SA;0;100;1;49;1;3;0,8;165;0,0032036;15;0,15%;0,1;0,001%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;197;0,0026773;47;0,47%;0,313333;0,00313333%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;165;0,0028657;15;0,15%;0,1;0,001%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;150;0,0035383;0;0%;0;0%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;165;0,0027007;15;0,15%;0,1;0,001%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;153;0,0036803;3;0,03%;0,02;0,0002%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;165;0,0035008;15;0,15%;0,1;0,001%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;155;0,004029;5;0,05%;0,0333333;0,000333333%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;165;0,0029115;15;0,15%;0,1;0,001%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;150;0,0032637;0;0%;0;0%;900
mp7.atsp;SA;0;100;1;49;1;3;0,8;197;0,0057343;47;0,47%;0,313333;0,00313333%;900
